Time(ms),Position_x,Position_y,Position_z,Rotation_x,Rotation_y,Rotation_z,Rotation_w, Speed (km/h) ,Steering Wheel Position_-1,Steering Wheel Position_1, Gas Pedal Position , Brake Pedal Position , Engine Running , Distance Ahead (meters), Time To Collision (sec) , Headway Time (sec)
1,-10.5,0.035,-230,-0.0015,1,-0.0014,0.0,5.25,0.0,0,0,TRUE,0,0,0,0.25002563
157,-10.5,0.101,-230,-0.0015,1,-0.0018,0.0,5.74,0.0,0,0,TRUE,0,0,0,0
287,-10.5,0.155,-230,-0.001,1,-0.0016,0.0,4.32,0.0,0,0,TRUE,0,0,0,0
408,-10.5,0.194,-230,-0.0005,1,-0.0014,0.0,2.91,0.0,0,0,TRUE,0,0,0,0
519,-10.5,0.216,-230,0.0,1,-0.0012,0.0,1.5,0.0,0,0,TRUE,0,0,0,0
621,-10.5,0.223,-230,0.0005,1,-0.001,0.0,0.08,0.0,0,0,TRUE,0,0,0,0
787,-10.5,0.214,-230,0.0009,1,-0.0008,0.0,1.32,0.0,0,0,TRUE,0,0,0,0
895,-10.5,0.19,-230,0.0014,1,-0.0006,0.0,2.73,0.0,0,0,TRUE,0,0,0,0
996,-10.5,0.155,-230,0.0013,1,-0.0005,0.0,2.67,0.0,0,0,TRUE,0,0,0,0
1101,-10.5,0.139,-230,-0.0002,1,-0.0009,0.0,0.74,0.0,0,0,TRUE,0,0,0,0
1200,-10.5,0.141,-230,-0.0011,1,-0.0011,0.0,0.52,0.0,0,0,TRUE,0,0,0,0
1289,-10.501,0.148,-230,-0.0009,1,-0.0009,0.0,0.69,0.0,0,0,TRUE,0,0,0,0.07506605
1392,-10.5,0.154,-230,-0.0006,1,-0.0006,0.0,0.41,0.0,0,0,TRUE,0,0,0,-0.12419053
1483,-10.5,0.157,-230,-0.0004,1,-0.0004,0.0,0.13,0.0,0,0,TRUE,0,0,0,0
1578,-10.5,0.157,-230,-0.0004,1,-0.0004,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
1669,-10.5,0.157,-230,-0.0004,1,-0.0004,0.0,0.06,0.0,0,0,TRUE,0,0,0,NaN
1752,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.05,0.0,0,0,TRUE,0,0,0,0
1831,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.02,0.0,0,0,TRUE,0,0,0,NaN
1917,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
1994,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2073,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
2150,-10.5,0.156,-230,-0.0004,1,-0.0005,0.0,0.01,0.0,0,0,TRUE,0,0,0,NaN
